"document","annotation__start","annotation__end","annotation__label","annotation__text"
"Building layout contains one washroom, one livingroom, one study, two bedrooms, one kitchen, and one balcony. To be specific, washroom1 has Earth_color Wood_Grain floor as well as wall is Ceramic_Tile and Earth_color. washroom1 has 5 squares in north. floor of livingroom1 is Bamboo_Vine and Pink while has Wood_color Coating wall. livingroom1 has 41 squares in south. In addition, study1 covers 9 square meters located in northeast. study1 uses Red Ceramics for floor as well as wall is Gray Wallpaper. Besides, floor of bedroom1 is Ceramics and Pink while has Black Wood_Grain wall. bedroom1 covers 12 square meters located in west. bedroom2 is in northwest with 12 square meters. bedroom2 wall is Blue Ceramics as well as floor is Black Wood_Grain. floor of kitchen1 is Quartz and Red, and wall is Red Wallpaper. kitchen1 has 6 squares in east. balcony1 covers 6 square meters located in southwest. balcony1 floor is Green Wood_Veneer while wall is Cement_Board and Yellow. bedroom1, bedroom2, study1, kitchen1, balcony1, washroom1 and livingroom1 are connected. bedroom1 is next to bedroom2. washroom1 and bedroom2 are connected. study1 is adjacent to kitchen1, washroom1. ","25","28","QUANT","one"
"","29","37","ROOM","washroom"
"","39","42","QUANT","one"
"","43","53","ROOM","livingroom"
"","55","58","QUANT","one"
"","59","64","ROOM","study"
"","66","69","QUANT","two"
"","70","78","ROOM","bedrooms"
"","80","83","QUANT","one"
"","84","91","ROOM","kitchen"
"","97","100","QUANT","one"
"","101","108","ROOM","balcony"
"","124","135","ROOM",", washroom1"
"","232","241","DIMENSION","5 squares"
"","245","250","DIRECTION","north"
"","261","272","ROOM","livingroom1"
"","348","358","DIMENSION","41 squares"
"","382","388","ROOM","study1"
"","396","411","DIMENSION","9 square meters"
"","423","432","DIRECTION","northeast"
"","522","530","ROOM","bedroom1"
"","601","617","DIMENSION","12 square meters"
"","629","633","DIRECTION","west"
"","633","643","ROOM",". bedroom2"
"","650","659","DIRECTION","northwest"
"","665","681","DIMENSION","12 square meters"
"","761","769","ROOM","kitchen1"
"","829","838","DIMENSION","6 squares"
"","846","856","ROOM",". balcony1"
"","864","879","DIMENSION","6 square meters"
"","891","900","DIRECTION","southwest"
"","977","1064","CONNECTION","bedroom1, bedroom2, study1, kitchen1, balcony1, washroom1 and livingroom1 are connected"
"","1066","1094","CONNECTION","bedroom1 is next to bedroom2"
"","1096","1132","CONNECTION","washroom1 and bedroom2 are connected"
"","1134","1175","CONNECTION","study1 is adjacent to kitchen1, washroom1"
"The building contains three bedrooms, one washroom, two balconys, one livingroom, and one kitchen. In practice, bedroom1 has 16 squares in west. bedroom1 wall is Gray Coating as well as has Blue Mosaic floor. bedroom2 floor is White Rock_Plate, and wall is Green Quartz. bedroom2 has 10 squares in northwest. Additionally, bedroom3 has Earth_color Painted_Wood floor while wall is Black Wood_Grain. bedroom3 has 9 squares in north. washroom1 is in northwest with 5 square meters. floor of washroom1 is Granite and Wood_color as well as has Yellow Wood_Grain wall. balcony1 wall is Black Log while has Green Painted_Wood floor. balcony1 is in south with 7 square meters. In addition, balcony2 has Yellow Granite floor as well as wall is Wood_Veneer and Blue. balcony2 has 4 squares in northeast. livingroom1 covers 36 square meters located in center. livingroom1 has Black Log wall, and floor is Purple Jade. kitchen1 is in northeast with 7 square meters. kitchen1 floor is Gray Mosaic while wall is Blue Rock_Plate. livingroom1 is adjacent to bedroom1, bedroom2, bedroom3, kitchen1, balcony1, washroom1. bedroom2 and bedroom1 are connected. bedroom2 is next to washroom1. washroom1 and bedroom3 are connected. kitchen1 is next to balcony2. ","0","21","CONNECTION","The building contains"
"","22","27","QUANT","three"
"","28","36","ROOM","bedrooms"
"","36","41","QUANT",", one"
"","42","50","ROOM","washroom"
"","52","55","QUANT","two"
"","56","64","ROOM","balconys"
"","64","69","QUANT",", one"
"","70","80","ROOM","livingroom"
"","86","89","QUANT","one"
"","90","97","ROOM","kitchen"
"","112","120","ROOM","bedroom1"
"","125","135","DIMENSION","16 squares"
"","136","143","DIRECTION","in west"
"","145","153","ROOM","bedroom1"
"","207","217","ROOM",". bedroom2"
"","271","279","ROOM","bedroom2"
"","284","294","DIMENSION","10 squares"
"","295","307","DIRECTION","in northwest"
"","323","331","ROOM","bedroom3"
"","399","407","ROOM","bedroom3"
"","412","421","DIMENSION","9 squares"
"","425","430","DIRECTION","north"
"","432","441","ROOM","washroom1"
"","445","457","DIRECTION","in northwest"
"","458","478","DIMENSION","with 5 square meters"
"","489","498","ROOM","washroom1"
"","564","572","ROOM","balcony1"
"","627","635","ROOM","balcony1"
"","639","647","DIRECTION","in south"
"","653","668","DIMENSION","7 square meters"
"","683","691","ROOM","balcony2"
"","758","766","ROOM","balcony2"
"","767","780","DIMENSION","has 4 squares"
"","784","793","DIRECTION","northeast"
"","795","806","ROOM","livingroom1"
"","814","830","DIMENSION","36 square meters"
"","850","861","ROOM","livingroom1"
"","908","916","ROOM","kitchen1"
"","923","932","DIRECTION","northeast"
"","938","953","DIMENSION","7 square meters"
"","1016","1102","CONNECTION","livingroom1 is adjacent to bedroom1, bedroom2, bedroom3, kitchen1, balcony1, washroom1"
"","1104","1139","CONNECTION","bedroom2 and bedroom1 are connected"
"","1141","1170","CONNECTION","bedroom2 is next to washroom1"
"","1172","1208","CONNECTION","washroom1 and bedroom3 are connected"
"","1210","1238","CONNECTION","kitchen1 is next to balcony2"
